-180	1602	313
-179.75	1600	307
-179.5	1613	285
-179.25	1614	289
-179	1623	298
-178.75	1604	291
-178.5	1626	273
-178.25	1659	291
-178	1775	305
-177.75	2095	301
-177.5	2070	263
-177.25	2058	228
-177	2067	230
-176.75	2257	312
-176.5	2214	275
-176.25	2062	185
-176	2063	196
-175.75	2073	172
-175.5	2510	290
-175.25	2727	279
-175	2737	280
-174.75	2748	279
-174.5	2745	279
-174.25	2758	280
-174	2752	279
-173.75	2760	278
-173.5	2763	279
-173.25	2758	281
-173	2750	283
-172.75	2770	280
-172.5	2774	279
-172.25	2785	278
-172	2783	277
-171.75	2776	282
-171.5	2801	279
-171.25	2788	280
-171	2795	280
-170.75	2797	279
-170.5	2791	279
-170.25	2796	277
-170	2796	277
-169.75	2796	276
-169.5	2815	274
-169.25	2802	275
-169	2811	274
-168.75	2794	276
-168.5	2808	275
-168.25	2817	274
-168	0	6
-167.75	1611	222
-167.5	1629	811
-167.25	1635	242
-167	1919	350
-166.75	2851	273
-166.5	2856	274
-166.25	2851	275
-166	2877	275
-165.75	2872	279
-165.5	2887	278
-165.25	2887	277
-165	2892	279
-164.75	2895	276
-164.5	2895	278
-164.25	2909	274
-164	2912	271
-163.75	2926	260
-163.5	3007	276
-163.25	3006	281
-163	3018	274
-162.75	3028	276
-162.5	3020	278
-162.25	3045	277
-162	3043	277
-161.75	3055	274
-161.5	3057	275
-161.25	3057	275
-161	3059	277
-160.75	3070	276
-160.5	3067	275
-160.25	0	6
-160	1225	166
-159.75	1201	226
-159.5	1182	380
-159.25	1194	673
-159	1197	236
-158.75	1218	179
-158.5	0	6
-158.25	3116	264
-158	3135	267
-157.75	3144	265
-157.5	3147	266
-157.25	3152	267
-157	3156	265
-156.75	3176	267
-156.5	3208	265
-156.25	3195	275
-156	3202	274
-155.75	3203	268
-155.5	3214	266
-155.25	3232	263
-155	3228	266
-154.75	3246	266
-154.5	3246	272
-154.25	3262	270
-154	3271	268
-153.75	3272	267
-153.5	3293	265
-153.25	3304	265
-153	3301	262
-152.75	3322	261
-152.5	3325	268
-152.25	3337	262
-152	3349	260
-151.75	3360	261
-151.5	3366	260
-151.25	3384	259
-151	3415	259
-150.75	3430	259
-150.5	3440	259
-150.25	3447	264
-150	3469	263
-149.75	3473	264
-149.5	3483	262
-149.25	3481	261
-149	3509	261
-148.75	3520	261
-148.5	3520	271
-148.25	3543	268
-148	3512	269
-147.75	3526	258
-147.5	3561	256
-147.25	3565	255
-147	3572	253
-146.75	3717	251
-146.5	3772	251
-146.25	3785	250
-146	3792	251
-145.75	3817	251
-145.5	3813	254
-145.25	3843	253
-145	3845	254
-144.75	3852	255
-144.5	3871	251
-144.25	3874	252
-144	3897	250
-143.75	3930	246
-143.5	3951	250
-143.25	3965	248
-143	3978	247
-142.75	4014	250
-142.5	4069	247
-142.25	4059	253
-142	4052	253
-141.75	4038	251
-141.5	4004	250
-141.25	3982	249
-141	3967	250
-140.75	3961	248
-140.5	3944	251
-140.25	3921	251
-140	3907	251
-139.75	3906	256
-139.5	3898	248
-139.25	3867	251
-139	3858	251
-138.75	3839	253
-138.5	3813	255
-138.25	3807	255
-138	3791	254
-137.75	3788	253
-137.5	3758	255
-137.25	3758	256
-137	3740	254
-136.75	3739	254
-136.5	3714	256
-136.25	3696	254
-136	3695	255
-135.75	3680	256
-135.5	3662	257
-135.25	3646	258
-135	3640	258
-134.75	3632	257
-134.5	3615	256
-134.25	3611	258
-134	3590	260
-133.75	3588	256
-133.5	3571	260
-133.25	3569	258
-133	3550	258
-132.75	3562	257
-132.5	3527	259
-132.25	3507	264
-132	3491	262
-131.75	3496	260
-131.5	3485	261
-131.25	3481	260
-131	3471	261
-130.75	3449	262
-130.5	3443	262
-130.25	3438	263
-130	3436	262
-129.75	3428	261
-129.5	3413	261
-129.25	3393	264
-129	3384	264
-128.75	3377	266
-128.5	3389	262
-128.25	0	6
-128	1533	139
-127.75	1684	466
-127.5	1621	483
-127.25	1582	482
-127	1527	863
-126.75	1519	1074
-126.5	1506	1654
-126.25	1513	1939
-126	1520	1918
-125.75	1519	1680
-125.5	1524	1185
-125.25	1537	786
-125	1546	458
-124.75	1607	478
-124.5	1642	467
-124.25	1529	156
-124	0	6
-123.75	0	6
-123.5	3231	266
-123.25	3226	267
-123	3218	267
-122.75	3194	268
-122.5	3199	270
-122.25	3181	271
-122	3191	270
-121.75	3182	270
